ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Sequence,Order,Category
1,Bezhta,mp1coda,m,,,,mp,1,Coda
2,Bezhta,np1coda,n,,,,np,1,Coda
3,Bezhta,wp1coda,w,,,,wp,1,Coda
4,Bezhta,jp1coda,j,,,,jp,1,Coda
5,Bezhta,lp1coda,l,,,,lp,1,Coda
6,Bezhta,rp1coda,r,,,,rp,1,Coda
7,Bezhta,mb1coda,m,,,,mb,1,Coda
8,Bezhta,nb1coda,n,,,,nb,1,Coda
9,Bezhta,wb1coda,w,,,,wb,1,Coda
10,Bezhta,jb1coda,j,,,,jb,1,Coda
11,Bezhta,lb1coda,l,,,,lb,1,Coda
12,Bezhta,rb1coda,r,,,,rb,1,Coda
13,Bezhta,mp1coda,m,,,,mpʼ,1,Coda
14,Bezhta,np1coda,n,,,,npʼ,1,Coda
15,Bezhta,wp1coda,w,,,,wpʼ,1,Coda
16,Bezhta,jp1coda,j,,,,jpʼ,1,Coda
17,Bezhta,lp1coda,l,,,,lpʼ,1,Coda
18,Bezhta,rp1coda,r,,,,rpʼ,1,Coda
19,Bezhta,mt1coda,m,,,,mt,1,Coda
20,Bezhta,nt1coda,n,,,,nt,1,Coda
21,Bezhta,wt1coda,w,,,,wt,1,Coda
22,Bezhta,jt1coda,j,,,,jt,1,Coda
23,Bezhta,lt1coda,l,,,,lt,1,Coda
24,Bezhta,rt1coda,r,,,,rt,1,Coda
25,Bezhta,md1coda,m,,,,md,1,Coda
26,Bezhta,nd1coda,n,,,,nd,1,Coda
27,Bezhta,wd1coda,w,,,,wd,1,Coda
28,Bezhta,jd1coda,j,,,,jd,1,Coda
29,Bezhta,ld1coda,l,,,,ld,1,Coda
30,Bezhta,rd1coda,r,,,,rd,1,Coda
31,Bezhta,mt1coda,m,,,,mtʼ,1,Coda
32,Bezhta,nt1coda,n,,,,ntʼ,1,Coda
33,Bezhta,wt1coda,w,,,,wtʼ,1,Coda
34,Bezhta,jt1coda,j,,,,jtʼ,1,Coda
35,Bezhta,lt1coda,l,,,,ltʼ,1,Coda
36,Bezhta,rt1coda,r,,,,rtʼ,1,Coda
37,Bezhta,mts1coda,m,,,,mt͡s,1,Coda
38,Bezhta,nts1coda,n,,,,nt͡s,1,Coda
39,Bezhta,wts1coda,w,,,,wt͡s,1,Coda
40,Bezhta,jts1coda,j,,,,jt͡s,1,Coda
41,Bezhta,lts1coda,l,,,,lt͡s,1,Coda
42,Bezhta,rts1coda,r,,,,rt͡s,1,Coda
43,Bezhta,mts1coda,m,,,,mt͡sʼ,1,Coda
44,Bezhta,nts1coda,n,,,,nt͡sʼ,1,Coda
45,Bezhta,wts1coda,w,,,,wt͡sʼ,1,Coda
46,Bezhta,jts1coda,j,,,,jt͡sʼ,1,Coda
47,Bezhta,lts1coda,l,,,,lt͡sʼ,1,Coda
48,Bezhta,rts1coda,r,,,,rt͡sʼ,1,Coda
49,Bezhta,ms1coda,m,,,,ms,1,Coda
50,Bezhta,ns1coda,n,,,,ns,1,Coda
51,Bezhta,ws1coda,w,,,,ws,1,Coda
52,Bezhta,js1coda,j,,,,js,1,Coda
53,Bezhta,ls1coda,l,,,,ls,1,Coda
54,Bezhta,rs1coda,r,,,,rs,1,Coda
55,Bezhta,mz1coda,m,,,,mz,1,Coda
56,Bezhta,nz1coda,n,,,,nz,1,Coda
57,Bezhta,wz1coda,w,,,,wz,1,Coda
58,Bezhta,jz1coda,j,,,,jz,1,Coda
59,Bezhta,lz1coda,l,,,,lz,1,Coda
60,Bezhta,rz1coda,r,,,,rz,1,Coda
61,Bezhta,mcc1coda,m,,,,mc͡ç,1,Coda
62,Bezhta,ncc1coda,n,,,,nc͡ç,1,Coda
63,Bezhta,wcc1coda,w,,,,wc͡ç,1,Coda
64,Bezhta,jcc1coda,j,,,,jc͡ç,1,Coda
65,Bezhta,lcc1coda,l,,,,lc͡ç,1,Coda
66,Bezhta,rcc1coda,r,,,,rc͡ç,1,Coda
67,Bezhta,mcc1coda,m,,,,mc͡çʼ,1,Coda
68,Bezhta,ncc1coda,n,,,,nc͡çʼ,1,Coda
69,Bezhta,wcc1coda,w,,,,wc͡çʼ,1,Coda
70,Bezhta,jcc1coda,j,,,,jc͡çʼ,1,Coda
71,Bezhta,lcc1coda,l,,,,lc͡çʼ,1,Coda
72,Bezhta,rcc1coda,r,,,,rc͡çʼ,1,Coda
73,Bezhta,mc1coda,m,,,,mç,1,Coda
74,Bezhta,nc1coda,n,,,,nç,1,Coda
75,Bezhta,wc1coda,w,,,,wç,1,Coda
76,Bezhta,jc1coda,j,,,,jç,1,Coda
77,Bezhta,lc1coda,l,,,,lç,1,Coda
78,Bezhta,rc1coda,r,,,,rç,1,Coda
79,Bezhta,m1coda,m,,,,mʝ,1,Coda
80,Bezhta,n1coda,n,,,,nʝ,1,Coda
81,Bezhta,w1coda,w,,,,wʝ,1,Coda
82,Bezhta,j1coda,j,,,,jʝ,1,Coda
83,Bezhta,l1coda,l,,,,lʝ,1,Coda
84,Bezhta,r1coda,r,,,,rʝ,1,Coda
85,Bezhta,mt1coda,m,,,,mt͡ɬ,1,Coda
86,Bezhta,nt1coda,n,,,,nt͡ɬ,1,Coda
87,Bezhta,wt1coda,w,,,,wt͡ɬ,1,Coda
88,Bezhta,jt1coda,j,,,,jt͡ɬ,1,Coda
89,Bezhta,lt1coda,l,,,,lt͡ɬ,1,Coda
90,Bezhta,rt1coda,r,,,,rt͡ɬ,1,Coda
91,Bezhta,mt1coda,m,,,,mt͡ɬʼ,1,Coda
92,Bezhta,nt1coda,n,,,,nt͡ɬʼ,1,Coda
93,Bezhta,wt1coda,w,,,,wt͡ɬʼ,1,Coda
94,Bezhta,jt1coda,j,,,,jt͡ɬʼ,1,Coda
95,Bezhta,lt1coda,l,,,,lt͡ɬʼ,1,Coda
96,Bezhta,rt1coda,r,,,,rt͡ɬʼ,1,Coda
97,Bezhta,m1coda,m,,,,mɬ,1,Coda
98,Bezhta,n1coda,n,,,,nɬ,1,Coda
99,Bezhta,w1coda,w,,,,wɬ,1,Coda
100,Bezhta,j1coda,j,,,,jɬ,1,Coda
101,Bezhta,l1coda,l,,,,lɬ,1,Coda
102,Bezhta,r1coda,r,,,,rɬ,1,Coda
103,Bezhta,mk1coda,m,,,,mk,1,Coda
104,Bezhta,nk1coda,n,,,,nk,1,Coda
105,Bezhta,wk1coda,w,,,,wk,1,Coda
106,Bezhta,jk1coda,j,,,,jk,1,Coda
107,Bezhta,lk1coda,l,,,,lk,1,Coda
108,Bezhta,rk1coda,r,,,,rk,1,Coda
109,Bezhta,m1coda,m,,,,mɡ,1,Coda
110,Bezhta,n1coda,n,,,,nɡ,1,Coda
111,Bezhta,w1coda,w,,,,wɡ,1,Coda
112,Bezhta,j1coda,j,,,,jɡ,1,Coda
113,Bezhta,l1coda,l,,,,lɡ,1,Coda
114,Bezhta,r1coda,r,,,,rɡ,1,Coda
115,Bezhta,mk1coda,m,,,,mkʼ,1,Coda
116,Bezhta,nk1coda,n,,,,nkʼ,1,Coda
117,Bezhta,wk1coda,w,,,,wkʼ,1,Coda
118,Bezhta,jk1coda,j,,,,jkʼ,1,Coda
119,Bezhta,lk1coda,l,,,,lkʼ,1,Coda
120,Bezhta,rk1coda,r,,,,rkʼ,1,Coda
121,Bezhta,mq1coda,m,,,,mq,1,Coda
122,Bezhta,nq1coda,n,,,,nq,1,Coda
123,Bezhta,wq1coda,w,,,,wq,1,Coda
124,Bezhta,jq1coda,j,,,,jq,1,Coda
125,Bezhta,lq1coda,l,,,,lq,1,Coda
126,Bezhta,rq1coda,r,,,,rq,1,Coda
127,Bezhta,mq1coda,m,,,,mqʼ,1,Coda
128,Bezhta,nq1coda,n,,,,nqʼ,1,Coda
129,Bezhta,wq1coda,w,,,,wqʼ,1,Coda
130,Bezhta,jq1coda,j,,,,jqʼ,1,Coda
131,Bezhta,lq1coda,l,,,,lqʼ,1,Coda
132,Bezhta,rq1coda,r,,,,rqʼ,1,Coda
133,Bezhta,m1coda,m,,,,mχ,1,Coda
134,Bezhta,n1coda,n,,,,nχ,1,Coda
135,Bezhta,w1coda,w,,,,wχ,1,Coda
136,Bezhta,j1coda,j,,,,jχ,1,Coda
137,Bezhta,l1coda,l,,,,lχ,1,Coda
138,Bezhta,r1coda,r,,,,rχ,1,Coda
139,Bezhta,m1coda,m,,,,mʁ,1,Coda
140,Bezhta,n1coda,n,,,,nʁ,1,Coda
141,Bezhta,w1coda,w,,,,wʁ,1,Coda
142,Bezhta,j1coda,j,,,,jʁ,1,Coda
143,Bezhta,l1coda,l,,,,lʁ,1,Coda
144,Bezhta,r1coda,r,,,,rʁ,1,Coda
145,Bezhta,m1coda,m,,,,mħ,1,Coda
146,Bezhta,n1coda,n,,,,nħ,1,Coda
147,Bezhta,w1coda,w,,,,wħ,1,Coda
148,Bezhta,j1coda,j,,,,jħ,1,Coda
149,Bezhta,l1coda,l,,,,lħ,1,Coda
150,Bezhta,r1coda,r,,,,rħ,1,Coda
151,Bezhta,m1coda,m,,,,mʕ,1,Coda
152,Bezhta,n1coda,n,,,,nʕ,1,Coda
153,Bezhta,w1coda,w,,,,wʕ,1,Coda
154,Bezhta,j1coda,j,,,,jʕ,1,Coda
155,Bezhta,l1coda,l,,,,lʕ,1,Coda
156,Bezhta,r1coda,r,,,,rʕ,1,Coda
157,Bezhta,m1coda,m,,,,mʔ,1,Coda
158,Bezhta,n1coda,n,,,,nʔ,1,Coda
159,Bezhta,w1coda,w,,,,wʔ,1,Coda
160,Bezhta,j1coda,j,,,,jʔ,1,Coda
161,Bezhta,l1coda,l,,,,lʔ,1,Coda
162,Bezhta,r1coda,r,,,,rʔ,1,Coda
163,Bezhta,mh1coda,m,,,,mh,1,Coda
164,Bezhta,nh1coda,n,,,,nh,1,Coda
165,Bezhta,wh1coda,w,,,,wh,1,Coda
166,Bezhta,jh1coda,j,,,,jh,1,Coda
167,Bezhta,lh1coda,l,,,,lh,1,Coda
168,Bezhta,rh1coda,r,,,,rh,1,Coda
169,Bezhta,mm1coda,m,,,,mm,1,Coda
170,Bezhta,nm1coda,n,,,,nm,1,Coda
171,Bezhta,wm1coda,w,,,,wm,1,Coda
172,Bezhta,jm1coda,j,,,,jm,1,Coda
173,Bezhta,lm1coda,l,,,,lm,1,Coda
174,Bezhta,rm1coda,r,,,,rm,1,Coda
175,Bezhta,mn1coda,m,,,,mn,1,Coda
176,Bezhta,nn1coda,n,,,,nn,1,Coda
177,Bezhta,wn1coda,w,,,,wn,1,Coda
178,Bezhta,jn1coda,j,,,,jn,1,Coda
179,Bezhta,ln1coda,l,,,,ln,1,Coda
180,Bezhta,rn1coda,r,,,,rn,1,Coda
181,Bezhta,mw1coda,m,,,,mw,1,Coda
182,Bezhta,nw1coda,n,,,,nw,1,Coda
183,Bezhta,ww1coda,w,,,,ww,1,Coda
184,Bezhta,jw1coda,j,,,,jw,1,Coda
185,Bezhta,lw1coda,l,,,,lw,1,Coda
186,Bezhta,rw1coda,r,,,,rw,1,Coda
187,Bezhta,mj1coda,m,,,,mj,1,Coda
188,Bezhta,nj1coda,n,,,,nj,1,Coda
189,Bezhta,wj1coda,w,,,,wj,1,Coda
190,Bezhta,jj1coda,j,,,,jj,1,Coda
191,Bezhta,lj1coda,l,,,,lj,1,Coda
192,Bezhta,rj1coda,r,,,,rj,1,Coda
193,Bezhta,ml1coda,m,,,,ml,1,Coda
194,Bezhta,nl1coda,n,,,,nl,1,Coda
195,Bezhta,wl1coda,w,,,,wl,1,Coda
196,Bezhta,jl1coda,j,,,,jl,1,Coda
197,Bezhta,ll1coda,l,,,,ll,1,Coda
198,Bezhta,rl1coda,r,,,,rl,1,Coda
199,Bezhta,mr1coda,m,,,,mr,1,Coda
200,Bezhta,nr1coda,n,,,,nr,1,Coda
201,Bezhta,wr1coda,w,,,,wr,1,Coda
202,Bezhta,jr1coda,j,,,,jr,1,Coda
203,Bezhta,lr1coda,l,,,,lr,1,Coda
204,Bezhta,rr1coda,r,,,,rr,1,Coda
205,Central Chong,pl1onset,p,,,,pl,1,Onset
206,Central Chong,pl1onset,pʰ,,,,pʰl,1,Onset
207,Central Chong,tl1onset,t,,,,tl,1,Onset
208,Central Chong,tl1onset,tʰ,,,,tʰl,1,Onset
209,Central Chong,cl1onset,c,,,,cl,1,Onset
210,Central Chong,kl1onset,k,,,,kl,1,Onset
211,Central Chong,kl1onset,kʰ,,,,kʰl,1,Onset
212,Central Chong,ml1onset,m,,,,ml,1,Onset
213,Central Chong,sl1onset,s,,,,sl,1,Onset
214,Central Chong,p1onset,p,,,,pɹ,1,Onset
215,Central Chong,p1onset,pʰ,,,,pʰɹ,1,Onset
216,Central Chong,t1onset,t,,,,tɹ,1,Onset
217,Central Chong,t1onset,tʰ,,,,tʰɹ,1,Onset
218,Central Chong,c1onset,c,,,,cɹ,1,Onset
219,Central Chong,k1onset,k,,,,kɹ,1,Onset
220,Central Chong,k1onset,kʰ,,,,kʰɹ,1,Onset
221,Central Chong,m1onset,m,,,,mɹ,1,Onset
222,Central Chong,s1onset,s,,,,sɹ,1,Onset
223,Eastern Katu,pl1onset,p,,,,pl,1,Onset
224,Eastern Katu,cl1onset,c,,,,cl,1,Onset
225,Eastern Katu,kl1onset,k,,,,kl,1,Onset
226,Eastern Katu,sl1onset,s,,,,sl,1,Onset
227,Eastern Katu,bl1onset,b̤,,,,b̤l,1,Onset
228,Eastern Katu,dl1onset,d̤,,,,d̤l,1,Onset
229,Eastern Katu,l1onset,ɟ̤,,,,ɟ̤l,1,Onset
230,Eastern Katu,l1onset,ɡ̤,,,,ɡ̤l,1,Onset
231,Eastern Katu,ml1onset,m,,,,ml,1,Onset
232,Eastern Katu,pr1onset,p,,,,pr,1,Onset
233,Eastern Katu,cr1onset,c,,,,cr,1,Onset
234,Eastern Katu,kr1onset,k,,,,kr,1,Onset
235,Eastern Katu,sr1onset,s,,,,sr,1,Onset
236,Eastern Katu,br1onset,b̤,,,,b̤r,1,Onset
237,Eastern Katu,dr1onset,d̤,,,,d̤r,1,Onset
238,Eastern Katu,r1onset,ɟ̤,,,,ɟ̤r,1,Onset
239,Eastern Katu,r1onset,ɡ̤,,,,ɡ̤r,1,Onset
240,Eastern Katu,mr1onset,m,,,,mr,1,Onset
241,Gurani,pw1onset,p,,,,pw,1,Onset
242,Gurani,dw1onset,d,,,,dw,1,Onset
243,Gurani,w1onset,ɡ,,,,ɡw,1,Onset
244,Gurani,kw1onset,k,,,,kw,1,Onset
245,Gurani,qw1onset,q,,,,qw,1,Onset
246,Gurani,fw1onset,f,,,,fw,1,Onset
247,Gurani,xw1onset,x,,,,xw,1,Onset
248,Gurani,sw1onset,s,,,,sw,1,Onset
249,Gurani,w1onset,ʃ,,,,ʃw,1,Onset
250,Gurani,zw1onset,z,,,,zw,1,Onset
251,Gurani,w1onset,ʒ,,,,ʒw,1,Onset
252,Gurani,dw1onset,d͡ʒ,,,,d͡ʒw,1,Onset
253,Gurani,tw1onset,t͡ʃ,,,,t͡ʃw,1,Onset
254,Gurani,mw1onset,m,,,,mw,1,Onset
255,Gurani,nw1onset,n,,,,nw,1,Onset
256,Gurani,rw1onset,r,,,,rw,1,Onset
257,Gurani,pr1onset,p,,,,pr,1,Onset
258,Gurani,dr1onset,d,,,,dr,1,Onset
259,Gurani,r1onset,ɡ,,,,ɡr,1,Onset
260,Gurani,kr1onset,k,,,,kr,1,Onset
261,Gurani,qr1onset,q,,,,qr,1,Onset
262,Gurani,fr1onset,f,,,,fr,1,Onset
263,Gurani,xr1onset,x,,,,xr,1,Onset
264,Gurani,sr1onset,s,,,,sr,1,Onset
265,Gurani,r1onset,ʃ,,,,ʃr,1,Onset
266,Gurani,zr1onset,z,,,,zr,1,Onset
267,Gurani,r1onset,ʒ,,,,ʒr,1,Onset
268,Gurani,dr1onset,d͡ʒ,,,,d͡ʒr,1,Onset
269,Gurani,tr1onset,t͡ʃ,,,,t͡ʃr,1,Onset
270,Gurani,mr1onset,m,,,,mr,1,Onset
271,Gurani,nr1onset,n,,,,nr,1,Onset
272,Gurani,rr1onset,r,,,,rr,1,Onset
273,Gurani,pj1onset,p,,,,pj,1,Onset
274,Gurani,dj1onset,d,,,,dj,1,Onset
275,Gurani,j1onset,ɡ,,,,ɡj,1,Onset
276,Gurani,kj1onset,k,,,,kj,1,Onset
277,Gurani,qj1onset,q,,,,qj,1,Onset
278,Gurani,fj1onset,f,,,,fj,1,Onset
279,Gurani,xj1onset,x,,,,xj,1,Onset
280,Gurani,sj1onset,s,,,,sj,1,Onset
281,Gurani,j1onset,ʃ,,,,ʃj,1,Onset
282,Gurani,zj1onset,z,,,,zj,1,Onset
283,Gurani,j1onset,ʒ,,,,ʒj,1,Onset
284,Gurani,dj1onset,d͡ʒ,,,,d͡ʒj,1,Onset
285,Gurani,tj1onset,t͡ʃ,,,,t͡ʃj,1,Onset
286,Gurani,mj1onset,m,,,,mj,1,Onset
287,Gurani,nj1onset,n,,,,nj,1,Onset
288,Gurani,rj1onset,r,,,,rj,1,Onset
289,Kazakh,np1coda,n,,,,npʰ,1,Coda
290,Kazakh,p1coda,ŋ,,,,ŋpʰ,1,Coda
291,Kazakh,rp1coda,r,,,,rpʰ,1,Coda
292,Kazakh,lp1coda,l,,,,lpʰ,1,Coda
293,Kazakh,nt1coda,n,,,,ntʰ,1,Coda
294,Kazakh,t1coda,ŋ,,,,ŋtʰ,1,Coda
295,Kazakh,rt1coda,r,,,,rtʰ,1,Coda
296,Kazakh,lt1coda,l,,,,ltʰ,1,Coda
297,Kazakh,nk1coda,n,,,,nkʰ,1,Coda
298,Kazakh,k1coda,ŋ,,,,ŋkʰ,1,Coda
299,Kazakh,rk1coda,r,,,,rkʰ,1,Coda
300,Kazakh,lk1coda,l,,,,lkʰ,1,Coda
301,Kazakh,nq1coda,n,,,,nqʰ,1,Coda
302,Kazakh,q1coda,ŋ,,,,ŋqʰ,1,Coda
303,Kazakh,rq1coda,r,,,,rqʰ,1,Coda
304,Kazakh,lq1coda,l,,,,lqʰ,1,Coda
305,Kazakh,ns1coda,n,,,,ns,1,Coda
306,Kazakh,s1coda,ŋ,,,,ŋs,1,Coda
307,Kazakh,rs1coda,r,,,,rs,1,Coda
308,Kazakh,ls1coda,l,,,,ls,1,Coda
309,Kazakh,n1coda,n,,,,nʃ,1,Coda
310,Kazakh,1coda,ŋ,,,,ŋʃ,1,Coda
311,Kazakh,r1coda,r,,,,rʃ,1,Coda
312,Kazakh,l1coda,l,,,,lʃ,1,Coda
313,Laven,br1onset,b,,,,br,1,Onset
314,Laven,dr1onset,d,,,,dr,1,Onset
315,Laven,r1onset,ɟ,,,,ɟr,1,Onset
316,Laven,r1onset,ɡ,,,,ɡr,1,Onset
317,Laven,bl1onset,b,,,,bl,1,Onset
318,Laven,dl1onset,d,,,,dl,1,Onset
319,Laven,l1onset,ɟ,,,,ɟl,1,Onset
320,Laven,l1onset,ɡ,,,,ɡl,1,Onset
321,Piemontese,rp1coda,r,,,,rp,1,Coda
322,Piemontese,lp1coda,l,,,,lp,1,Coda
323,Piemontese,mp1coda,m,,,,mp,1,Coda
324,Piemontese,np1coda,n,,,,np,1,Coda
325,Piemontese,rt1coda,r,,,,rt,1,Coda
326,Piemontese,lt1coda,l,,,,lt,1,Coda
327,Piemontese,mt1coda,m,,,,mt,1,Coda
328,Piemontese,nt1coda,n,,,,nt,1,Coda
329,Piemontese,rk1coda,r,,,,rk,1,Coda
330,Piemontese,lk1coda,l,,,,lk,1,Coda
331,Piemontese,mk1coda,m,,,,mk,1,Coda
332,Piemontese,nk1coda,n,,,,nk,1,Coda
333,Piemontese,rb1coda,r,,,,rb,1,Coda
334,Piemontese,lb1coda,l,,,,lb,1,Coda
335,Piemontese,mb1coda,m,,,,mb,1,Coda
336,Piemontese,nb1coda,n,,,,nb,1,Coda
337,Piemontese,rd1coda,r,,,,rd,1,Coda
338,Piemontese,ld1coda,l,,,,ld,1,Coda
339,Piemontese,md1coda,m,,,,md,1,Coda
340,Piemontese,nd1coda,n,,,,nd,1,Coda
341,Piemontese,r1coda,r,,,,rɡ,1,Coda
342,Piemontese,l1coda,l,,,,lɡ,1,Coda
343,Piemontese,m1coda,m,,,,mɡ,1,Coda
344,Piemontese,n1coda,n,,,,nɡ,1,Coda
345,Piemontese,rv1coda,r,,,,rv,1,Coda
346,Piemontese,lv1coda,l,,,,lv,1,Coda
347,Piemontese,mv1coda,m,,,,mv,1,Coda
348,Piemontese,nv1coda,n,,,,nv,1,Coda
349,Piemontese,rs1coda,r,,,,rs,1,Coda
350,Piemontese,ls1coda,l,,,,ls,1,Coda
351,Piemontese,ms1coda,m,,,,ms,1,Coda
352,Piemontese,ns1coda,n,,,,ns,1,Coda
353,Piemontese,rz1coda,r,,,,rz,1,Coda
354,Piemontese,lz1coda,l,,,,lz,1,Coda
355,Piemontese,mz1coda,m,,,,mz,1,Coda
356,Piemontese,nz1coda,n,,,,nz,1,Coda
357,Thulung,kl1onset,k,,,,kl,1,Onset
358,Thulung,kl1onset,kʰ,,,,kʰl,1,Onset
359,Thulung,l1onset,ɡ,,,,ɡl,1,Onset
360,Thulung,l1onset,ŋ,,,,ŋl,1,Onset
361,Thulung,tsl1onset,t͡s,,,,t͡sl,1,Onset
362,Thulung,tsl1onset,t͡sʰ,,,,t͡sʰl,1,Onset
363,Thulung,dzl1onset,d͡z,,,,d͡zl,1,Onset
364,Thulung,dzl1onset,d͡z̤,,,,d͡z̤l,1,Onset
365,Thulung,tl1onset,t,,,,tl,1,Onset
366,Thulung,tl1onset,tʰ,,,,tʰl,1,Onset
367,Thulung,dl1onset,d,,,,dl,1,Onset
368,Thulung,dl1onset,d̤,,,,d̤l,1,Onset
369,Thulung,nl1onset,n,,,,nl,1,Onset
370,Thulung,l1onset,ɖ,,,,ɖl,1,Onset
371,Thulung,pl1onset,p,,,,pl,1,Onset
372,Thulung,pl1onset,pʰ,,,,pʰl,1,Onset
373,Thulung,bl1onset,b,,,,bl,1,Onset
374,Thulung,bl1onset,b̤,,,,b̤l,1,Onset
375,Thulung,ml1onset,m,,,,ml,1,Onset
376,Thulung,rl1onset,r,,,,rl,1,Onset
377,Thulung,ll1onset,l,,,,ll,1,Onset
378,Thulung,jl1onset,j,,,,jl,1,Onset
379,Thulung,wl1onset,w,,,,wl,1,Onset
380,Thulung,sl1onset,s,,,,sl,1,Onset
381,Thulung,hl1onset,h,,,,hl,1,Onset
382,Thulung,l1onset,ʔ,,,,ʔl,1,Onset
383,Thulung,kr1onset,k,,,,kr,1,Onset
384,Thulung,kr1onset,kʰ,,,,kʰr,1,Onset
385,Thulung,r1onset,ɡ,,,,ɡr,1,Onset
386,Thulung,r1onset,ŋ,,,,ŋr,1,Onset
387,Thulung,tsr1onset,t͡s,,,,t͡sr,1,Onset
388,Thulung,tsr1onset,t͡sʰ,,,,t͡sʰr,1,Onset
389,Thulung,dzr1onset,d͡z,,,,d͡zr,1,Onset
390,Thulung,dzr1onset,d͡z̤,,,,d͡z̤r,1,Onset
391,Thulung,tr1onset,t,,,,tr,1,Onset
392,Thulung,tr1onset,tʰ,,,,tʰr,1,Onset
393,Thulung,dr1onset,d,,,,dr,1,Onset
394,Thulung,dr1onset,d̤,,,,d̤r,1,Onset
395,Thulung,nr1onset,n,,,,nr,1,Onset
396,Thulung,r1onset,ɖ,,,,ɖr,1,Onset
397,Thulung,pr1onset,p,,,,pr,1,Onset
398,Thulung,pr1onset,pʰ,,,,pʰr,1,Onset
399,Thulung,br1onset,b,,,,br,1,Onset
400,Thulung,br1onset,b̤,,,,b̤r,1,Onset
401,Thulung,mr1onset,m,,,,mr,1,Onset
402,Thulung,rr1onset,r,,,,rr,1,Onset
403,Thulung,lr1onset,l,,,,lr,1,Onset
404,Thulung,jr1onset,j,,,,jr,1,Onset
405,Thulung,wr1onset,w,,,,wr,1,Onset
406,Thulung,sr1onset,s,,,,sr,1,Onset
407,Thulung,hr1onset,h,,,,hr,1,Onset
408,Thulung,r1onset,ʔ,,,,ʔr,1,Onset
409,Thulung,kw1onset,k,,,,kw,1,Onset
410,Thulung,kw1onset,kʰ,,,,kʰw,1,Onset
411,Thulung,w1onset,ɡ,,,,ɡw,1,Onset
412,Thulung,w1onset,ŋ,,,,ŋw,1,Onset
413,Thulung,tsw1onset,t͡s,,,,t͡sw,1,Onset
414,Thulung,tsw1onset,t͡sʰ,,,,t͡sʰw,1,Onset
415,Thulung,dzw1onset,d͡z,,,,d͡zw,1,Onset
416,Thulung,dzw1onset,d͡z̤,,,,d͡z̤w,1,Onset
417,Thulung,tw1onset,t,,,,tw,1,Onset
418,Thulung,tw1onset,tʰ,,,,tʰw,1,Onset
419,Thulung,dw1onset,d,,,,dw,1,Onset
420,Thulung,dw1onset,d̤,,,,d̤w,1,Onset
421,Thulung,nw1onset,n,,,,nw,1,Onset
422,Thulung,w1onset,ɖ,,,,ɖw,1,Onset
423,Thulung,pw1onset,p,,,,pw,1,Onset
424,Thulung,pw1onset,pʰ,,,,pʰw,1,Onset
425,Thulung,bw1onset,b,,,,bw,1,Onset
426,Thulung,bw1onset,b̤,,,,b̤w,1,Onset
427,Thulung,mw1onset,m,,,,mw,1,Onset
428,Thulung,rw1onset,r,,,,rw,1,Onset
429,Thulung,lw1onset,l,,,,lw,1,Onset
430,Thulung,jw1onset,j,,,,jw,1,Onset
431,Thulung,ww1onset,w,,,,ww,1,Onset
432,Thulung,sw1onset,s,,,,sw,1,Onset
433,Thulung,hw1onset,h,,,,hw,1,Onset
434,Thulung,w1onset,ʔ,,,,ʔw,1,Onset
435,Thulung,kj1onset,k,,,,kj,1,Onset
436,Thulung,kj1onset,kʰ,,,,kʰj,1,Onset
437,Thulung,j1onset,ɡ,,,,ɡj,1,Onset
438,Thulung,j1onset,ŋ,,,,ŋj,1,Onset
439,Thulung,tsj1onset,t͡s,,,,t͡sj,1,Onset
440,Thulung,tsj1onset,t͡sʰ,,,,t͡sʰj,1,Onset
441,Thulung,dzj1onset,d͡z,,,,d͡zj,1,Onset
442,Thulung,dzj1onset,d͡z̤,,,,d͡z̤j,1,Onset
443,Thulung,tj1onset,t,,,,tj,1,Onset
444,Thulung,tj1onset,tʰ,,,,tʰj,1,Onset
445,Thulung,dj1onset,d,,,,dj,1,Onset
446,Thulung,dj1onset,d̤,,,,d̤j,1,Onset
447,Thulung,nj1onset,n,,,,nj,1,Onset
448,Thulung,j1onset,ɖ,,,,ɖj,1,Onset
449,Thulung,pj1onset,p,,,,pj,1,Onset
450,Thulung,pj1onset,pʰ,,,,pʰj,1,Onset
451,Thulung,bj1onset,b,,,,bj,1,Onset
452,Thulung,bj1onset,b̤,,,,b̤j,1,Onset
453,Thulung,mj1onset,m,,,,mj,1,Onset
454,Thulung,rj1onset,r,,,,rj,1,Onset
455,Thulung,lj1onset,l,,,,lj,1,Onset
456,Thulung,jj1onset,j,,,,jj,1,Onset
457,Thulung,wj1onset,w,,,,wj,1,Onset
458,Thulung,sj1onset,s,,,,sj,1,Onset
459,Thulung,hj1onset,h,,,,hj,1,Onset
460,Thulung,j1onset,ʔ,,,,ʔj,1,Onset
461,Western Puroik,pr1onset,p,,,,pr,1,Onset
462,Western Puroik,br1onset,b,,,,br,1,Onset
463,Western Puroik,tr1onset,t,,,,tr,1,Onset
464,Western Puroik,dr1onset,d,,,,dr,1,Onset
465,Western Puroik,kr1onset,k,,,,kr,1,Onset
466,Western Puroik,r1onset,ɡ,,,,ɡr,1,Onset
467,Western Puroik,pl1onset,p,,,,pl,1,Onset
468,Western Puroik,bl1onset,b,,,,bl,1,Onset
469,Western Puroik,tl1onset,t,,,,tl,1,Onset
470,Western Puroik,dl1onset,d,,,,dl,1,Onset
