"Lect","Category","Sequence","Order","Segment"
"A'ou","Onset","bl",1,"b"
"A'ou","Onset","bl",2,"l"
"A'ou","Onset","d",1,"d"
"A'ou","Onset","f",1,"f"
"A'ou","Onset","h",1,"h"
"A'ou","Onset","j",1,"j"
"A'ou","Onset","k",1,"k"
"A'ou","Onset","kʰ",1,"kʰ"
"A'ou","Onset","l",1,"l"
"A'ou","Onset","m",1,"m"
"A'ou","Onset","ml",1,"m"
"A'ou","Onset","ml",2,"l"
"A'ou","Onset","n",1,"n"
"A'ou","Onset","p",1,"p"
"A'ou","Onset","pl",1,"p"
"A'ou","Onset","pl",2,"l"
"A'ou","Onset","pʰ",1,"pʰ"
"A'ou","Onset","q",1,"q"
"A'ou","Onset","qʰ",1,"qʰ"
"A'ou","Onset","s",1,"s"
"A'ou","Onset","t",1,"t"
"A'ou","Onset","tʰ",1,"tʰ"
"A'ou","Onset","t͡s",1,"t͡s"
"A'ou","Onset","t͡sʰ",1,"t͡sʰ"
"A'ou","Onset","t͡ɕ",1,"t͡ɕ"
"A'ou","Onset","t͡ɕʰ",1,"t͡ɕʰ"
"A'ou","Onset","v",1,"v"
"A'ou","Onset","vl",1,"v"
"A'ou","Onset","vl",2,"l"
"A'ou","Onset","w",1,"w"
"A'ou","Onset","z",1,"z"
"A'ou","Onset","ŋ",1,"ŋ"
"A'ou","Onset","ɕ",1,"ɕ"
"A'ou","Onset","ɣ",1,"ɣ"
"A'ou","Onset","ɬ",1,"ɬ"
"A'ou","Onset","ɭ",1,"ɭ"
"A'ou","Onset","ʁ",1,"ʁ"
"A'ou","Onset","ʑ",1,"ʑ"
"A'ou","Onset","ʔ",1,"ʔ"
"A'ou","Onset","χ",1,"χ"
"A'ou","Nucleus","a",1,"a"
"A'ou","Nucleus","ai",1,"a"
"A'ou","Nucleus","ai",2,"i"
"A'ou","Nucleus","aɯ",1,"a"
"A'ou","Nucleus","aɯ",2,"ɯ"
"A'ou","Nucleus","e",1,"e"
"A'ou","Nucleus","ei",1,"e"
"A'ou","Nucleus","ei",2,"i"
"A'ou","Nucleus","i",1,"i"
"A'ou","Nucleus","ia",1,"i"
"A'ou","Nucleus","ia",2,"a"
"A'ou","Nucleus","iau",1,"i"
"A'ou","Nucleus","iau",2,"a"
"A'ou","Nucleus","iau",3,"u"
"A'ou","Nucleus","ie",1,"i"
"A'ou","Nucleus","ie",2,"e"
"A'ou","Nucleus","iu",1,"i"
"A'ou","Nucleus","iu",2,"u"
"A'ou","Nucleus","iɔ",1,"i"
"A'ou","Nucleus","iɔ",2,"ɔ"
"A'ou","Nucleus","iəu",1,"i"
"A'ou","Nucleus","iəu",2,"ə"
"A'ou","Nucleus","iəu",3,"u"
"A'ou","Nucleus","iəɯ",1,"i"
"A'ou","Nucleus","iəɯ",2,"ə"
"A'ou","Nucleus","iəɯ",3,"ɯ"
"A'ou","Nucleus","u",1,"u"
"A'ou","Nucleus","ua",1,"u"
"A'ou","Nucleus","ua",2,"a"
"A'ou","Nucleus","uai",1,"u"
"A'ou","Nucleus","uai",2,"a"
"A'ou","Nucleus","uai",3,"i"
"A'ou","Nucleus","uau",1,"u"
"A'ou","Nucleus","uau",2,"a"
"A'ou","Nucleus","uau",3,"u"
"A'ou","Nucleus","uei",1,"u"
"A'ou","Nucleus","uei",2,"e"
"A'ou","Nucleus","uei",3,"i"
"A'ou","Nucleus","ui",1,"u"
"A'ou","Nucleus","ui",2,"i"
"A'ou","Nucleus","uəɯ",1,"u"
"A'ou","Nucleus","uəɯ",2,"ə"
"A'ou","Nucleus","uəɯ",3,"ɯ"
"A'ou","Nucleus","z",1,"z"
"A'ou","Nucleus","ɔ",1,"ɔ"
"A'ou","Nucleus","əu",1,"ə"
"A'ou","Nucleus","əu",2,"u"
"A'ou","Nucleus","əɯ",1,"ə"
"A'ou","Nucleus","əɯ",2,"ɯ"
"A'ou","Nucleus","ɤu",1,"ɤ"
"A'ou","Nucleus","ɤu",2,"u"
"A'ou","Coda","#",1,"#"
"A'ou","Coda","n",1,"n"
"A'ou","Coda","ŋ",1,"ŋ"
"Adyghe","Nucleus","a",1,"a"
"Adyghe","Nucleus","e",1,"e"
"Adyghe","Nucleus","ə",1,"ə"
"Akajeru","Onset","#",1,"#"
"Akajeru","Onset","b",1,"b"
"Akajeru","Onset","c",1,"c"
"Akajeru","Onset","d",1,"d"
"Akajeru","Onset","j",1,"j"
"Akajeru","Onset","j",1,"j"
"Akajeru","Onset","k",1,"k"
"Akajeru","Onset","kʰ",1,"kʰ"
"Akajeru","Onset","kʰr",1,"kʰ"
"Akajeru","Onset","kʰr",2,"r"
"Akajeru","Onset","l",1,"l"
"Akajeru","Onset","m",1,"m"
"Akajeru","Onset","n",1,"n"
"Akajeru","Onset","p",1,"p"
"Akajeru","Onset","pʰ",1,"pʰ"
"Akajeru","Onset","r",1,"r"
"Akajeru","Onset","s",1,"s"
"Akajeru","Onset","t",1,"t"
"Akajeru","Onset","tr",1,"t"
"Akajeru","Onset","tr",2,"r"
"Akajeru","Onset","tʰ",1,"tʰ"
"Akajeru","Onset","ŋ",1,"ŋ"
"Akajeru","Onset","ɖ",1,"ɖ"
"Akajeru","Onset","ɲ",1,"ɲ"
"Akajeru","Onset","ʃ",1,"ʃ"
"Akajeru","Onset","ʈ",1,"ʈ"
"Akajeru","Onset","ʈʰ",1,"ʈʰ"
"Akajeru","Nucleus","ae",1,"a"
"Akajeru","Nucleus","ae",2,"e"
"Akajeru","Nucleus","aeo",1,"a"
"Akajeru","Nucleus","aeo",2,"e"
"Akajeru","Nucleus","aeo",3,"o"
"Akajeru","Nucleus","ai",1,"a"
"Akajeru","Nucleus","ai",2,"i"
"Akajeru","Nucleus","aia",1,"a"
"Akajeru","Nucleus","aia",2,"i"
"Akajeru","Nucleus","aia",3,"a"
"Akajeru","Nucleus","aie",1,"a"
"Akajeru","Nucleus","aie",2,"i"
"Akajeru","Nucleus","aie",3,"e"
"Akajeru","Nucleus","ao",1,"a"
"Akajeru","Nucleus","ao",2,"o"
"Akajeru","Nucleus","aou",1,"a"
"Akajeru","Nucleus","aou",2,"o"
"Akajeru","Nucleus","aou",3,"u"
"Akajeru","Nucleus","au",1,"a"
"Akajeru","Nucleus","au",2,"u"
"Akajeru","Nucleus","aɛ",1,"a"
"Akajeru","Nucleus","aɛ",2,"ɛ"
"Akajeru","Nucleus","aːe",1,"aː"
"Akajeru","Nucleus","aːe",2,"e"
"Akajeru","Nucleus","aːo",1,"aː"
"Akajeru","Nucleus","aːo",2,"o"
"Akajeru","Nucleus","aːu",1,"aː"
"Akajeru","Nucleus","aːu",2,"u"
"Akajeru","Nucleus","e",1,"e"
"Akajeru","Nucleus","ea",1,"e"
"Akajeru","Nucleus","ea",2,"a"
"Akajeru","Nucleus","ei",1,"e"
"Akajeru","Nucleus","ei",2,"i"
"Akajeru","Nucleus","eia",1,"e"
"Akajeru","Nucleus","eia",2,"i"
"Akajeru","Nucleus","eia",3,"a"
"Akajeru","Nucleus","eo",1,"e"
"Akajeru","Nucleus","eo",2,"o"
"Akajeru","Nucleus","eoɛ",1,"e"
"Akajeru","Nucleus","eoɛ",2,"o"
"Akajeru","Nucleus","eoɛ",3,"ɛ"
"Akajeru","Nucleus","eu",1,"e"
"Akajeru","Nucleus","eu",2,"u"
"Akajeru","Nucleus","eɔ",1,"e"
"Akajeru","Nucleus","eɔ",2,"ɔ"
"Akajeru","Nucleus","eː",1,"eː"
"Akajeru","Nucleus","i",1,"i"
"Akajeru","Nucleus","ia",1,"i"
"Akajeru","Nucleus","ia",2,"a"
"Akajeru","Nucleus","ieu",1,"i"
"Akajeru","Nucleus","ieu",2,"e"
"Akajeru","Nucleus","ieu",3,"u"
"Akajeru","Nucleus","io",1,"i"
"Akajeru","Nucleus","io",2,"o"
"Akajeru","Nucleus","ioi",1,"i"
"Akajeru","Nucleus","ioi",2,"o"
"Akajeru","Nucleus","ioi",3,"i"
"Akajeru","Nucleus","iu",1,"i"
"Akajeru","Nucleus","iu",2,"u"
"Akajeru","Nucleus","iue",1,"i"
"Akajeru","Nucleus","iue",2,"u"
"Akajeru","Nucleus","iue",3,"e"
"Akajeru","Nucleus","iɛ",1,"i"
"Akajeru","Nucleus","iɛ",2,"ɛ"
"Akajeru","Nucleus","iː",1,"iː"
"Akajeru","Nucleus","iːe",1,"iː"
"Akajeru","Nucleus","iːe",2,"e"
"Akajeru","Nucleus","iːo",1,"iː"
"Akajeru","Nucleus","iːo",2,"o"
"Akajeru","Nucleus","o",1,"o"
"Akajeru","Nucleus","oa",1,"o"
"Akajeru","Nucleus","oa",2,"a"
"Akajeru","Nucleus","oe",1,"o"
"Akajeru","Nucleus","oe",2,"e"
"Akajeru","Nucleus","oi",1,"o"
"Akajeru","Nucleus","oi",2,"i"
"Akajeru","Nucleus","oio",1,"o"
"Akajeru","Nucleus","oio",2,"i"
"Akajeru","Nucleus","oio",3,"o"
"Akajeru","Nucleus","ou",1,"o"
"Akajeru","Nucleus","ou",2,"u"
"Akajeru","Nucleus","oɔ",1,"o"
"Akajeru","Nucleus","oɔ",2,"ɔ"
"Akajeru","Nucleus","oɛ",1,"o"
"Akajeru","Nucleus","oɛ",2,"ɛ"
"Akajeru","Nucleus","oː",1,"oː"
"Akajeru","Nucleus","oːa",1,"oː"
"Akajeru","Nucleus","oːa",2,"a"
"Akajeru","Nucleus","oːe",1,"oː"
"Akajeru","Nucleus","oːe",2,"e"
"Akajeru","Nucleus","oːɔ",1,"oː"
"Akajeru","Nucleus","oːɔ",2,"ɔ"
"Akajeru","Nucleus","u",1,"u"
"Akajeru","Nucleus","ua",1,"u"
"Akajeru","Nucleus","ua",2,"a"
"Akajeru","Nucleus","ue",1,"u"
"Akajeru","Nucleus","ue",1,"u"
"Akajeru","Nucleus","ue",2,"e"
"Akajeru","Nucleus","ue",2,"e"
"Akajeru","Nucleus","ui",1,"u"
"Akajeru","Nucleus","ui",2,"i"
"Akajeru","Nucleus","uo",1,"u"
"Akajeru","Nucleus","uo",2,"o"
"Akajeru","Nucleus","uɔ",1,"u"
"Akajeru","Nucleus","uɔ",2,"ɔ"
"Akajeru","Nucleus","uː",1,"uː"
"Akajeru","Nucleus","ɑ",1,"ɑ"
"Akajeru","Nucleus","ɑː",1,"ɑː"
"Akajeru","Nucleus","ɔ",1,"ɔ"
"Akajeru","Nucleus","ɔa",1,"ɔ"
"Akajeru","Nucleus","ɔa",2,"a"
"Akajeru","Nucleus","ɔe",1,"ɔ"
"Akajeru","Nucleus","ɔe",2,"e"
"Akajeru","Nucleus","ɔi",1,"ɔ"
"Akajeru","Nucleus","ɔi",2,"i"
"Akajeru","Nucleus","ɔo",1,"ɔ"
"Akajeru","Nucleus","ɔo",2,"o"
"Akajeru","Nucleus","ɔɛ",1,"ɔ"
"Akajeru","Nucleus","ɔɛ",2,"ɛ"
"Akajeru","Nucleus","ɔː",1,"ɔː"
"Akajeru","Nucleus","ɔːe",1,"ɔː"
"Akajeru","Nucleus","ɔːe",2,"e"
"Akajeru","Nucleus","ɛ",1,"ɛ"
"Akajeru","Nucleus","ɛi",1,"ɛ"
"Akajeru","Nucleus","ɛi",2,"i"
"Akajeru","Nucleus","ɛo",1,"ɛ"
"Akajeru","Nucleus","ɛo",1,"ɛ"
"Akajeru","Nucleus","ɛo",1,"ɛ"
"Akajeru","Nucleus","ɛo",2,"o"
"Akajeru","Nucleus","ɛo",2,"o"
"Akajeru","Nucleus","ɛo",2,"o"
"Akajeru","Nucleus","ɛːi",1,"ɛː"
"Akajeru","Nucleus","ɛːi",2,"i"
"Akajeru","Coda","#",1,"#"
"Akajeru","Coda","b",1,"b"
"Akajeru","Coda","c",1,"c"
"Akajeru","Coda","d",1,"d"
"Akajeru","Coda","j",1,"j"
"Akajeru","Coda","j",1,"j"
"Akajeru","Coda","k",1,"k"
"Akajeru","Coda","l",1,"l"
"Akajeru","Coda","m",1,"m"
"Akajeru","Coda","n",1,"n"
"Akajeru","Coda","p",1,"p"
"Akajeru","Coda","r",1,"r"
"Akajeru","Coda","s",1,"s"
"Akajeru","Coda","t",1,"t"
"Akajeru","Coda","ŋ",1,"ŋ"
"Akajeru","Coda","ɖ",1,"ɖ"
"Akajeru","Coda","ɲ",1,"ɲ"
"Akajeru","Coda","ʈ",1,"ʈ"
"Amdo Tibetan","Onset","#",1,"#"
"Amdo Tibetan","Onset","b",1,"b"
"Amdo Tibetan","Onset","d",1,"d"
"Amdo Tibetan","Onset","d͡z",1,"d͡z"
"Amdo Tibetan","Onset","d͡ʑ",1,"d͡ʑ"
"Amdo Tibetan","Onset","f",1,"f"
"Amdo Tibetan","Onset","h",1,"h"
"Amdo Tibetan","Onset","hj",1,"h"
"Amdo Tibetan","Onset","hj",2,"j"
"Amdo Tibetan","Onset","hk",1,"h"
"Amdo Tibetan","Onset","hk",2,"k"
"Amdo Tibetan","Onset","hl",1,"h"
"Amdo Tibetan","Onset","hl",2,"l"
"Amdo Tibetan","Onset","hm",1,"h"
"Amdo Tibetan","Onset","hm",2,"m"
"Amdo Tibetan","Onset","hn",1,"h"
"Amdo Tibetan","Onset","hn",2,"n"
"Amdo Tibetan","Onset","hp",1,"h"
"Amdo Tibetan","Onset","hp",2,"p"
"Amdo Tibetan","Onset","hpj",1,"h"
"Amdo Tibetan","Onset","hpj",2,"p"
"Amdo Tibetan","Onset","hpj",3,"j"
"Amdo Tibetan","Onset","ht",1,"h"
"Amdo Tibetan","Onset","ht",2,"t"
"Amdo Tibetan","Onset","ht͡s",1,"h"
"Amdo Tibetan","Onset","ht͡s",2,"t͡s"
"Amdo Tibetan","Onset","ht͡ɕ",1,"h"
"Amdo Tibetan","Onset","ht͡ɕ",2,"t͡ɕ"
"Amdo Tibetan","Onset","hŋ",1,"h"
"Amdo Tibetan","Onset","hŋ",2,"ŋ"
"Amdo Tibetan","Onset","hɲ̟",1,"h"
"Amdo Tibetan","Onset","hɲ̟",2,"ɲ̟"
"Amdo Tibetan","Onset","hʈ",1,"h"
"Amdo Tibetan","Onset","hʈ",2,"ʈ"
"Amdo Tibetan","Onset","j",1,"j"
"Amdo Tibetan","Onset","k",1,"k"
"Amdo Tibetan","Onset","kj",1,"k"
"Amdo Tibetan","Onset","kj",2,"j"
"Amdo Tibetan","Onset","kw",1,"k"
"Amdo Tibetan","Onset","kw",2,"w"
"Amdo Tibetan","Onset","kʰ",1,"kʰ"
"Amdo Tibetan","Onset","kʰj",1,"kʰ"
"Amdo Tibetan","Onset","kʰj",2,"j"
"Amdo Tibetan","Onset","kʰw",1,"kʰ"
"Amdo Tibetan","Onset","kʰw",2,"w"
"Amdo Tibetan","Onset","l",1,"l"
"Amdo Tibetan","Onset","m",1,"m"
"Amdo Tibetan","Onset","n",1,"n"
"Amdo Tibetan","Onset","nb",1,"n"
"Amdo Tibetan","Onset","nb",2,"b"
"Amdo Tibetan","Onset","nd",1,"n"
"Amdo Tibetan","Onset","nd",2,"d"
"Amdo Tibetan","Onset","nd͡z",1,"n"
"Amdo Tibetan","Onset","nd͡z",2,"d͡z"
"Amdo Tibetan","Onset","nd͡ʑ",1,"n"
"Amdo Tibetan","Onset","nd͡ʑ",2,"d͡ʑ"
"Amdo Tibetan","Onset","nkʰ",1,"n"
"Amdo Tibetan","Onset","nkʰ",2,"kʰ"
"Amdo Tibetan","Onset","npʰ",1,"n"
"Amdo Tibetan","Onset","npʰ",2,"pʰ"
"Amdo Tibetan","Onset","ntʰ",1,"n"
"Amdo Tibetan","Onset","ntʰ",2,"tʰ"
"Amdo Tibetan","Onset","nt͡sʰ",1,"n"
"Amdo Tibetan","Onset","nt͡sʰ",2,"t͡sʰ"
"Amdo Tibetan","Onset","nt͡ɕʰ",1,"n"
"Amdo Tibetan","Onset","nt͡ɕʰ",2,"t͡ɕʰ"
"Amdo Tibetan","Onset","nɖ",1,"n"
"Amdo Tibetan","Onset","nɖ",2,"ɖ"
"Amdo Tibetan","Onset","nɡ",1,"n"
"Amdo Tibetan","Onset","nɡ",2,"ɡ"
"Amdo Tibetan","Onset","nʈʰ",1,"n"
"Amdo Tibetan","Onset","nʈʰ",2,"ʈʰ"
"Amdo Tibetan","Onset","p",1,"p"
"Amdo Tibetan","Onset","pj",1,"p"
"Amdo Tibetan","Onset","pj",2,"j"
"Amdo Tibetan","Onset","pʰ",1,"pʰ"
"Amdo Tibetan","Onset","s",1,"s"
"Amdo Tibetan","Onset","sʰ",1,"sʰ"
"Amdo Tibetan","Onset","t",1,"t"
"Amdo Tibetan","Onset","tʰ",1,"tʰ"
"Amdo Tibetan","Onset","t͡s",1,"t͡s"
"Amdo Tibetan","Onset","t͡sʰ",1,"t͡sʰ"
"Amdo Tibetan","Onset","t͡ɕ",1,"t͡ɕ"
"Amdo Tibetan","Onset","t͡ɕʰ",1,"t͡ɕʰ"
"Amdo Tibetan","Onset","w",1,"w"
"Amdo Tibetan","Onset","wj",1,"w"
"Amdo Tibetan","Onset","wj",2,"j"
"Amdo Tibetan","Onset","z",1,"z"
"Amdo Tibetan","Onset","ç",1,"ç"
"Amdo Tibetan","Onset","ŋ",1,"ŋ"
"Amdo Tibetan","Onset","ɕ",1,"ɕ"
"Amdo Tibetan","Onset","ɖ",1,"ɖ"
"Amdo Tibetan","Onset","ɡ",1,"ɡ"
"Amdo Tibetan","Onset","ɬ",1,"ɬ"
"Amdo Tibetan","Onset","ɲ̟",1,"ɲ̟"
"Amdo Tibetan","Onset","ɹ",1,"ɹ"
"Amdo Tibetan","Onset","ʁ",1,"ʁ"
"Amdo Tibetan","Onset","ʂ",1,"ʂ"
"Amdo Tibetan","Onset","ʈ",1,"ʈ"
"Amdo Tibetan","Onset","ʈʰ",1,"ʈʰ"
"Amdo Tibetan","Onset","ʑ",1,"ʑ"
"Amdo Tibetan","Onset","χ",1,"χ"
"Amdo Tibetan","Nucleus","i",1,"i"
"Amdo Tibetan","Nucleus","o",1,"o"
"Amdo Tibetan","Nucleus","y",1,"y"
"Amdo Tibetan","Nucleus","ə",1,"ə"
"Amdo Tibetan","Nucleus","ɛ",1,"ɛ"
"Amdo Tibetan","Nucleus","ɯ",1,"ɯ"
"Amdo Tibetan","Nucleus","ʌ",1,"ʌ"
"Amdo Tibetan","Coda","#",1,"#"
"Amdo Tibetan","Coda","k",1,"k"
"Amdo Tibetan","Coda","l",1,"l"
"Amdo Tibetan","Coda","m",1,"m"
"Amdo Tibetan","Coda","n",1,"n"
"Amdo Tibetan","Coda","p",1,"p"
"Amdo Tibetan","Coda","ŋ",1,"ŋ"
"Amdo Tibetan","Coda","ɹ",1,"ɹ"
"Amur Nivkh","Onset","#",1,"#"
"Amur Nivkh","Onset","C",1,"C"
"Amur Nivkh","Onset","CC",1,"C"
"Amur Nivkh","Onset","CC",2,"C"
"Amur Nivkh","Nucleus","a",1,"a"
"Amur Nivkh","Nucleus","e",1,"e"
"Amur Nivkh","Nucleus","i",1,"i"
"Amur Nivkh","Nucleus","o",1,"o"
"Amur Nivkh","Nucleus","u",1,"u"
"Amur Nivkh","Nucleus","ɨ",1,"ɨ"
"Amur Nivkh","Coda","#",1,"#"
"Amur Nivkh","Coda","C",1,"C"
"Amur Nivkh","Coda","CC",1,"C"
"Amur Nivkh","Coda","CC",2,"C"
"Amur Nivkh","Coda","CCC",1,"C"
"Amur Nivkh","Coda","CCC",2,"C"
"Amur Nivkh","Coda","CCC",3,"C"
"Angami Naga","Onset","#",1,"#"
"Angami Naga","Onset","b",1,"b"
"Angami Naga","Onset","b͡v",1,"b͡v"
"Angami Naga","Onset","c͡ç",1,"c͡ç"
"Angami Naga","Onset","c͡çʰ",1,"c͡çʰ"
"Angami Naga","Onset","d",1,"d"
"Angami Naga","Onset","d͡z",1,"d͡z"
"Angami Naga","Onset","f",1,"f"
"Angami Naga","Onset","h",1,"h"
"Angami Naga","Onset","j",1,"j"
"Angami Naga","Onset","j̥",1,"j̥"
"Angami Naga","Onset","k",1,"k"
"Angami Naga","Onset","kr",1,"k"
"Angami Naga","Onset","kr",2,"r"
"Angami Naga","Onset","kʰ",1,"kʰ"
"Angami Naga","Onset","kʰr",1,"kʰ"
"Angami Naga","Onset","kʰr",2,"r"
"Angami Naga","Onset","l",1,"l"
"Angami Naga","Onset","l̥",1,"l̥"
"Angami Naga","Onset","m",1,"m"
"Angami Naga","Onset","m̥",1,"m̥"
"Angami Naga","Onset","n",1,"n"
"Angami Naga","Onset","n̥",1,"n̥"
"Angami Naga","Onset","p",1,"p"
"Angami Naga","Onset","pr",1,"p"
"Angami Naga","Onset","pr",2,"r"
"Angami Naga","Onset","pʰ",1,"pʰ"
"Angami Naga","Onset","pʰr",1,"pʰ"
"Angami Naga","Onset","pʰr",2,"r"
"Angami Naga","Onset","p͡f",1,"p͡f"
"Angami Naga","Onset","p͡fʰ",1,"p͡fʰ"
"Angami Naga","Onset","r",1,"r"
"Angami Naga","Onset","r̥",1,"r̥"
"Angami Naga","Onset","s",1,"s"
"Angami Naga","Onset","t",1,"t"
"Angami Naga","Onset","tʰ",1,"tʰ"
"Angami Naga","Onset","t͡s",1,"t͡s"
"Angami Naga","Onset","t͡sʰ",1,"t͡sʰ"
"Angami Naga","Onset","v",1,"v"
"Angami Naga","Onset","w",1,"w"
"Angami Naga","Onset","w̥",1,"w̥"
"Angami Naga","Onset","z",1,"z"
"Angami Naga","Onset","ç",1,"ç"
"Angami Naga","Onset","ŋ",1,"ŋ"
"Angami Naga","Onset","ɟ͡ʝ",1,"ɟ͡ʝ"
"Angami Naga","Onset","ɡ",1,"ɡ"
"Angami Naga","Onset","ɲ",1,"ɲ"
"Angami Naga","Onset","ɲ̥",1,"ɲ̥"
"Angami Naga","Onset","ʝ",1,"ʝ"
"Angami Naga","Nucleus","a",1,"a"
"Angami Naga","Nucleus","e",1,"e"
"Angami Naga","Nucleus","i",1,"i"
"Angami Naga","Nucleus","ie",1,"i"
"Angami Naga","Nucleus","ie",2,"e"
"Angami Naga","Nucleus","o",1,"o"
"Angami Naga","Nucleus","u",1,"u"
"Angami Naga","Nucleus","uo",1,"u"
"Angami Naga","Nucleus","uo",2,"o"
"Angami Naga","Nucleus","ə",1,"ə"
"Angami Naga","Nucleus","ɜ",1,"ɜ"
"Angami Naga","Coda","#",1,"#"
"Ao Naga","Onset","#",1,"#"
"Ao Naga","Onset","h",1,"h"
"Ao Naga","Onset","j",1,"j"
"Ao Naga","Onset","j̥",1,"j̥"
"Ao Naga","Onset","k",1,"k"
"Ao Naga","Onset","kʰ",1,"kʰ"
"Ao Naga","Onset","l",1,"l"
"Ao Naga","Onset","l̥",1,"l̥"
"Ao Naga","Onset","m",1,"m"
"Ao Naga","Onset","m̥",1,"m̥"
"Ao Naga","Onset","n",1,"n"
"Ao Naga","Onset","n̥",1,"n̥"
"Ao Naga","Onset","p",1,"p"
"Ao Naga","Onset","pʰ",1,"pʰ"
"Ao Naga","Onset","s",1,"s"
"Ao Naga","Onset","t",1,"t"
"Ao Naga","Onset","tʰ",1,"tʰ"
"Ao Naga","Onset","t͡s",1,"t͡s"
"Ao Naga","Onset","t͡sʰ",1,"t͡sʰ"
"Ao Naga","Onset","t͡ʃ",1,"t͡ʃ"
"Ao Naga","Onset","t͡ʃʰ",1,"t͡ʃʰ"
"Ao Naga","Onset","w",1,"w"
"Ao Naga","Onset","z",1,"z"
"Ao Naga","Onset","ŋ",1,"ŋ"
"Ao Naga","Onset","ŋ̥",1,"ŋ̥"
"Ao Naga","Onset","ɹ",1,"ɹ"
"Ao Naga","Onset","ɹ̥",1,"ɹ̥"
"Ao Naga","Onset","ʍ",1,"ʍ"
"Ao Naga","Nucleus","Vj",1,"V"
"Ao Naga","Nucleus","Vj",2,"j"
"Ao Naga","Nucleus","Vw",1,"V"
"Ao Naga","Nucleus","Vw",2,"w"
"Ao Naga","Nucleus","a",1,"a"
"Ao Naga","Nucleus","a̰",1,"a̰"
"Ao Naga","Nucleus","i",1,"i"
"Ao Naga","Nucleus","u",1,"u"
"Ao Naga","Nucleus","ə",1,"ə"
"Ao Naga","Coda","#",1,"#"
"Ao Naga","Coda","k",1,"k"
"Ao Naga","Coda","m",1,"m"
"Ao Naga","Coda","n",1,"n"
"Ao Naga","Coda","p",1,"p"
"Ao Naga","Coda","t",1,"t"
"Ao Naga","Coda","ŋ",1,"ŋ"
"Ao Naga","Coda","ɹ",1,"ɹ"
"Aragonese","Nucleus","a",1,"a"
"Aragonese","Nucleus","ai",1,"a"
"Aragonese","Nucleus","ai",2,"i"
"Aragonese","Nucleus","au",1,"a"
"Aragonese","Nucleus","au",2,"u"
"Aragonese","Nucleus","e",1,"e"
"Aragonese","Nucleus","ei",1,"e"
"Aragonese","Nucleus","ei",2,"i"
"Aragonese","Nucleus","eu",1,"e"
"Aragonese","Nucleus","eu",2,"u"
"Aragonese","Nucleus","i",1,"i"
"Aragonese","Nucleus","ia",1,"i"
"Aragonese","Nucleus","ia",2,"a"
"Aragonese","Nucleus","iai",1,"i"
"Aragonese","Nucleus","iai",2,"a"
"Aragonese","Nucleus","iai",3,"i"
"Aragonese","Nucleus","iau",1,"i"
"Aragonese","Nucleus","iau",2,"a"
"Aragonese","Nucleus","iau",3,"u"
"Aragonese","Nucleus","ie",1,"i"
"Aragonese","Nucleus","ie",2,"e"
"Aragonese","Nucleus","ieu",1,"i"
"Aragonese","Nucleus","ieu",2,"e"
"Aragonese","Nucleus","ieu",3,"u"
"Aragonese","Nucleus","io",1,"i"
"Aragonese","Nucleus","io",2,"o"
"Aragonese","Nucleus","iu",1,"i"
"Aragonese","Nucleus","iu",2,"u"
"Aragonese","Nucleus","o",1,"o"
"Aragonese","Nucleus","oi",1,"o"
"Aragonese","Nucleus","oi",2,"i"
"Aragonese","Nucleus","ou",1,"o"
"Aragonese","Nucleus","ou",2,"u"
"Aragonese","Nucleus","u",1,"u"
"Aragonese","Nucleus","ua",1,"u"
"Aragonese","Nucleus","ua",2,"a"
"Aragonese","Nucleus","uai",1,"u"
"Aragonese","Nucleus","uai",2,"a"
"Aragonese","Nucleus","uai",3,"i"
"Aragonese","Nucleus","ue",1,"u"
"Aragonese","Nucleus","ue",2,"e"
"Aragonese","Nucleus","uei",1,"u"
"Aragonese","Nucleus","uei",2,"e"
"Aragonese","Nucleus","uei",3,"i"
"Aragonese","Nucleus","ui",1,"u"
"Aragonese","Nucleus","ui",1,"u"
"Aragonese","Nucleus","ui",2,"i"
"Aragonese","Nucleus","ui",2,"i"
"Aragonese","Nucleus","uo",1,"u"
"Aragonese","Nucleus","uo",2,"o"
"Archi","Onset","C",1,"C"
"Archi","Nucleus","a",1,"a"
"Archi","Nucleus","aː",1,"aː"
"Archi","Nucleus","e",1,"e"
"Archi","Nucleus","eː",1,"eː"
"Archi","Nucleus","i",1,"i"
"Archi","Nucleus","iː",1,"iː"
"Archi","Nucleus","o",1,"o"
"Archi","Nucleus","oː",1,"oː"
"Archi","Nucleus","u",1,"u"
"Archi","Nucleus","uː",1,"uː"
"Archi","Nucleus","ə",1,"ə"
"Archi","Coda","#",1,"#"
"Archi","Coda","C",1,"C"
"Archi","Coda","RT",1,"R"
"Archi","Coda","RT",2,"T"
"Aromanian","Onset","#",1,"#"
"Aromanian","Onset","b",1,"b"
"Aromanian","Onset","bk",1,"b"
"Aromanian","Onset","bk",2,"k"
"Aromanian","Onset","bl",1,"b"
"Aromanian","Onset","bl",2,"l"
"Aromanian","Onset","bn",1,"b"
"Aromanian","Onset","bn",2,"n"
"Aromanian","Onset","br",1,"b"
"Aromanian","Onset","br",2,"r"
"Aromanian","Onset","bt",1,"b"
"Aromanian","Onset","bt",2,"t"
"Aromanian","Onset","bz",1,"b"
"Aromanian","Onset","bz",2,"z"
"Aromanian","Onset","bɣ",1,"b"
"Aromanian","Onset","bɣ",2,"ɣ"
