"Lect","Category","Sequence","Order","Segment"
"Modern Hebrew","Onset","pʃ",1,"p"
"Modern Hebrew","Onset","pʃ",2,"ʃ"
"Modern Hebrew","Onset","r",1,"r"
"Modern Hebrew","Onset","s",1,"s"
"Modern Hebrew","Onset","sd",1,"s"
"Modern Hebrew","Onset","sd",2,"d"
"Modern Hebrew","Onset","sf",1,"s"
"Modern Hebrew","Onset","sf",2,"f"
"Modern Hebrew","Onset","sk",1,"s"
"Modern Hebrew","Onset","sk",2,"k"
"Modern Hebrew","Onset","sl",1,"s"
"Modern Hebrew","Onset","sl",2,"l"
"Modern Hebrew","Onset","sm",1,"s"
"Modern Hebrew","Onset","sm",2,"m"
"Modern Hebrew","Onset","sn",1,"s"
"Modern Hebrew","Onset","sn",2,"n"
"Modern Hebrew","Onset","sp",1,"s"
"Modern Hebrew","Onset","sp",2,"p"
"Modern Hebrew","Onset","sr",1,"s"
"Modern Hebrew","Onset","sr",2,"r"
"Modern Hebrew","Onset","st",1,"s"
"Modern Hebrew","Onset","st",2,"t"
"Modern Hebrew","Onset","sv",1,"s"
"Modern Hebrew","Onset","sv",2,"v"
"Modern Hebrew","Onset","sx",1,"s"
"Modern Hebrew","Onset","sx",2,"x"
"Modern Hebrew","Onset","sɡ",1,"s"
"Modern Hebrew","Onset","sɡ",2,"ɡ"
"Modern Hebrew","Onset","t",1,"t"
"Modern Hebrew","Onset","tf",1,"t"
"Modern Hebrew","Onset","tf",2,"f"
"Modern Hebrew","Onset","tk",1,"t"
"Modern Hebrew","Onset","tk",2,"k"
"Modern Hebrew","Onset","tl",1,"t"
"Modern Hebrew","Onset","tl",2,"l"
"Modern Hebrew","Onset","tm",1,"t"
"Modern Hebrew","Onset","tm",2,"m"
"Modern Hebrew","Onset","tn",1,"t"
"Modern Hebrew","Onset","tn",2,"n"
"Modern Hebrew","Onset","tr",1,"t"
"Modern Hebrew","Onset","tr",2,"r"
"Modern Hebrew","Onset","ts",1,"t"
"Modern Hebrew","Onset","ts",2,"s"
"Modern Hebrew","Onset","tv",1,"t"
"Modern Hebrew","Onset","tv",2,"v"
"Modern Hebrew","Onset","tx",1,"t"
"Modern Hebrew","Onset","tx",2,"x"
"Modern Hebrew","Onset","tz",1,"t"
"Modern Hebrew","Onset","tz",2,"z"
"Modern Hebrew","Onset","tɡ",1,"t"
"Modern Hebrew","Onset","tɡ",2,"ɡ"
"Modern Hebrew","Onset","tʃ",1,"t"
"Modern Hebrew","Onset","tʃ",2,"ʃ"
"Modern Hebrew","Onset","t͡s",1,"t͡s"
"Modern Hebrew","Onset","t͡sb",1,"t͡s"
"Modern Hebrew","Onset","t͡sb",2,"b"
"Modern Hebrew","Onset","t͡sd",1,"t͡s"
"Modern Hebrew","Onset","t͡sd",2,"d"
"Modern Hebrew","Onset","t͡sf",1,"t͡s"
"Modern Hebrew","Onset","t͡sf",2,"f"
"Modern Hebrew","Onset","t͡sl",1,"t͡s"
"Modern Hebrew","Onset","t͡sl",2,"l"
"Modern Hebrew","Onset","t͡sm",1,"t͡s"
"Modern Hebrew","Onset","t͡sm",2,"m"
"Modern Hebrew","Onset","t͡sn",1,"t͡s"
"Modern Hebrew","Onset","t͡sn",2,"n"
"Modern Hebrew","Onset","t͡sr",1,"t͡s"
"Modern Hebrew","Onset","t͡sr",2,"r"
"Modern Hebrew","Onset","t͡sv",1,"t͡s"
"Modern Hebrew","Onset","t͡sv",2,"v"
"Modern Hebrew","Onset","t͡sx",1,"t͡s"
"Modern Hebrew","Onset","t͡sx",2,"x"
"Modern Hebrew","Onset","t͡ʃ",1,"t͡ʃ"
"Modern Hebrew","Onset","v",1,"v"
"Modern Hebrew","Onset","vl",1,"v"
"Modern Hebrew","Onset","vl",2,"l"
"Modern Hebrew","Onset","vr",1,"v"
"Modern Hebrew","Onset","vr",2,"r"
"Modern Hebrew","Onset","x",1,"x"
"Modern Hebrew","Onset","xr",1,"x"
"Modern Hebrew","Onset","xr",2,"r"
"Modern Hebrew","Onset","xt",1,"x"
"Modern Hebrew","Onset","xt",2,"t"
"Modern Hebrew","Onset","z",1,"z"
"Modern Hebrew","Onset","zb",1,"z"
"Modern Hebrew","Onset","zb",2,"b"
"Modern Hebrew","Onset","zd",1,"z"
"Modern Hebrew","Onset","zd",2,"d"
"Modern Hebrew","Onset","zk",1,"z"
"Modern Hebrew","Onset","zk",2,"k"
"Modern Hebrew","Onset","zl",1,"z"
"Modern Hebrew","Onset","zl",2,"l"
"Modern Hebrew","Onset","zm",1,"z"
"Modern Hebrew","Onset","zm",2,"m"
"Modern Hebrew","Onset","zn",1,"z"
"Modern Hebrew","Onset","zn",2,"n"
"Modern Hebrew","Onset","zr",1,"z"
"Modern Hebrew","Onset","zr",2,"r"
"Modern Hebrew","Onset","zv",1,"z"
"Modern Hebrew","Onset","zv",2,"v"
"Modern Hebrew","Onset","zx",1,"z"
"Modern Hebrew","Onset","zx",2,"x"
"Modern Hebrew","Onset","zɡ",1,"z"
"Modern Hebrew","Onset","zɡ",2,"ɡ"
"Modern Hebrew","Onset","ɡ",1,"ɡ"
"Modern Hebrew","Onset","ɡd",1,"ɡ"
"Modern Hebrew","Onset","ɡd",2,"d"
"Modern Hebrew","Onset","ɡf",1,"ɡ"
"Modern Hebrew","Onset","ɡf",2,"f"
"Modern Hebrew","Onset","ɡl",1,"ɡ"
"Modern Hebrew","Onset","ɡl",2,"l"
"Modern Hebrew","Onset","ɡm",1,"ɡ"
"Modern Hebrew","Onset","ɡm",2,"m"
"Modern Hebrew","Onset","ɡn",1,"ɡ"
"Modern Hebrew","Onset","ɡn",2,"n"
"Modern Hebrew","Onset","ɡr",1,"ɡ"
"Modern Hebrew","Onset","ɡr",2,"r"
"Modern Hebrew","Onset","ɡs",1,"ɡ"
"Modern Hebrew","Onset","ɡs",2,"s"
"Modern Hebrew","Onset","ɡv",1,"ɡ"
"Modern Hebrew","Onset","ɡv",2,"v"
"Modern Hebrew","Onset","ɡx",1,"ɡ"
"Modern Hebrew","Onset","ɡx",2,"x"
"Modern Hebrew","Onset","ɡz",1,"ɡ"
"Modern Hebrew","Onset","ɡz",2,"z"
"Modern Hebrew","Onset","ɡʃ",1,"ɡ"
"Modern Hebrew","Onset","ɡʃ",2,"ʃ"
"Modern Hebrew","Onset","ʃ",1,"ʃ"
"Modern Hebrew","Onset","ʃb",1,"ʃ"
"Modern Hebrew","Onset","ʃb",2,"b"
"Modern Hebrew","Onset","ʃd",1,"ʃ"
"Modern Hebrew","Onset","ʃd",2,"d"
"Modern Hebrew","Onset","ʃf",1,"ʃ"
"Modern Hebrew","Onset","ʃf",2,"f"
"Modern Hebrew","Onset","ʃk",1,"ʃ"
"Modern Hebrew","Onset","ʃk",2,"k"
"Modern Hebrew","Onset","ʃl",1,"ʃ"
"Modern Hebrew","Onset","ʃl",2,"l"
"Modern Hebrew","Onset","ʃm",1,"ʃ"
"Modern Hebrew","Onset","ʃm",2,"m"
"Modern Hebrew","Onset","ʃn",1,"ʃ"
"Modern Hebrew","Onset","ʃn",2,"n"
"Modern Hebrew","Onset","ʃp",1,"ʃ"
"Modern Hebrew","Onset","ʃp",2,"p"
"Modern Hebrew","Onset","ʃr",1,"ʃ"
"Modern Hebrew","Onset","ʃr",2,"r"
"Modern Hebrew","Onset","ʃt",1,"ʃ"
"Modern Hebrew","Onset","ʃt",2,"t"
"Modern Hebrew","Onset","ʃv",1,"ʃ"
"Modern Hebrew","Onset","ʃv",2,"v"
"Modern Hebrew","Onset","ʃx",1,"ʃ"
"Modern Hebrew","Onset","ʃx",2,"x"
"Modern Hebrew","Onset","ʃz",1,"ʃ"
"Modern Hebrew","Onset","ʃz",2,"z"
"Modern Hebrew","Onset","ʃɡ",1,"ʃ"
"Modern Hebrew","Onset","ʃɡ",2,"ɡ"
"Modern Hebrew","Onset","ʒ",1,"ʒ"
"Modern Hebrew","Onset","ʔ",1,"ʔ"
"Modern Hebrew","Nucleus","a",1,"a"
"Modern Hebrew","Nucleus","e",1,"e"
"Modern Hebrew","Nucleus","i",1,"i"
"Modern Hebrew","Nucleus","o",1,"o"
"Modern Hebrew","Nucleus","u",1,"u"
"Modern Hebrew","Coda","#",1,"#"
"Modern Hebrew","Coda","C",1,"C"
"Modern Hebrew","Coda","CC",1,"C"
"Modern Hebrew","Coda","CC",2,"C"
"Moken","Onset","b",1,"b"
"Moken","Onset","c͡ç",1,"c͡ç"
"Moken","Onset","c͡çʰ",1,"c͡çʰ"
"Moken","Onset","d",1,"d"
"Moken","Onset","h",1,"h"
"Moken","Onset","j",1,"j"
"Moken","Onset","k",1,"k"
"Moken","Onset","kʰ",1,"kʰ"
"Moken","Onset","l",1,"l"
"Moken","Onset","m",1,"m"
"Moken","Onset","n",1,"n"
"Moken","Onset","p",1,"p"
"Moken","Onset","pʰ",1,"pʰ"
"Moken","Onset","s",1,"s"
"Moken","Onset","t",1,"t"
"Moken","Onset","tʰ",1,"tʰ"
"Moken","Onset","w",1,"w"
"Moken","Onset","ŋ",1,"ŋ"
"Moken","Onset","ɟ͡ʝ",1,"ɟ͡ʝ"
"Moken","Onset","ɡ",1,"ɡ"
"Moken","Onset","ɲ",1,"ɲ"
"Moken","Onset","ʔ",1,"ʔ"
"Moken","Nucleus","a",1,"a"
"Moken","Nucleus","aː",1,"aː"
"Moken","Nucleus","e",1,"e"
"Moken","Nucleus","eː",1,"eː"
"Moken","Nucleus","i",1,"i"
"Moken","Nucleus","iə",1,"i"
"Moken","Nucleus","iə",2,"ə"
"Moken","Nucleus","iː",1,"iː"
"Moken","Nucleus","ḭ",1,"ḭ"
"Moken","Nucleus","ḭː",1,"ḭː"
"Moken","Nucleus","o",1,"o"
"Moken","Nucleus","oː",1,"oː"
"Moken","Nucleus","u",1,"u"
"Moken","Nucleus","uə",1,"u"
"Moken","Nucleus","uə",2,"ə"
"Moken","Nucleus","uː",1,"uː"
"Moken","Nucleus","uːə",1,"uː"
"Moken","Nucleus","uːə",2,"ə"
"Moken","Nucleus","ṵ",1,"ṵ"
"Moken","Nucleus","ṵː",1,"ṵː"
"Moken","Nucleus","ə",1,"ə"
"Moken","Coda","#",1,"#"
"Moken","Coda","h",1,"h"
"Moken","Coda","j",1,"j"
"Moken","Coda","k",1,"k"
"Moken","Coda","m",1,"m"
"Moken","Coda","n",1,"n"
"Moken","Coda","p",1,"p"
"Moken","Coda","t",1,"t"
"Moken","Coda","w",1,"w"
"Moken","Coda","ŋ",1,"ŋ"
"Moken","Coda","ʔ",1,"ʔ"
"Mon","Onset","c",1,"c"
"Mon","Onset","cʰ",1,"cʰ"
"Mon","Onset","h",1,"h"
"Mon","Onset","j",1,"j"
"Mon","Onset","k",1,"k"
"Mon","Onset","kj",1,"k"
"Mon","Onset","kj",2,"j"
"Mon","Onset","kl",1,"k"
"Mon","Onset","kl",2,"l"
"Mon","Onset","kr",1,"k"
"Mon","Onset","kr",2,"r"
"Mon","Onset","kw",1,"k"
"Mon","Onset","kw",2,"w"
"Mon","Onset","kʰ",1,"kʰ"
"Mon","Onset","kʰj",1,"kʰ"
"Mon","Onset","kʰj",2,"j"
"Mon","Onset","kʰl",1,"kʰ"
"Mon","Onset","kʰl",2,"l"
"Mon","Onset","kʰr",1,"kʰ"
"Mon","Onset","kʰr",2,"r"
"Mon","Onset","kʰw",1,"kʰ"
"Mon","Onset","kʰw",2,"w"
"Mon","Onset","l",1,"l"
"Mon","Onset","l̥",1,"l̥"
"Mon","Onset","m",1,"m"
"Mon","Onset","m̥",1,"m̥"
"Mon","Onset","n",1,"n"
"Mon","Onset","n̥",1,"n̥"
"Mon","Onset","p",1,"p"
"Mon","Onset","pj",1,"p"
"Mon","Onset","pj",2,"j"
"Mon","Onset","pl",1,"p"
"Mon","Onset","pl",2,"l"
"Mon","Onset","pr",1,"p"
"Mon","Onset","pr",2,"r"
"Mon","Onset","pʰ",1,"pʰ"
"Mon","Onset","pʰj",1,"pʰ"
"Mon","Onset","pʰj",2,"j"
"Mon","Onset","pʰl",1,"pʰ"
"Mon","Onset","pʰl",2,"l"
"Mon","Onset","pʰr",1,"pʰ"
"Mon","Onset","pʰr",2,"r"
"Mon","Onset","r",1,"r"
"Mon","Onset","s",1,"s"
"Mon","Onset","t",1,"t"
"Mon","Onset","tʰ",1,"tʰ"
"Mon","Onset","w",1,"w"
"Mon","Onset","w̥",1,"w̥"
"Mon","Onset","ŋ",1,"ŋ"
"Mon","Onset","ɓ",1,"ɓ"
"Mon","Onset","ɕ",1,"ɕ"
"Mon","Onset","ɗ",1,"ɗ"
"Mon","Onset","ɲ",1,"ɲ"
"Mon","Onset","ɲ̥",1,"ɲ̥"
"Mon","Onset","ʃ",1,"ʃ"
"Mon","Onset","ʔ",1,"ʔ"
"Mon","Nucleus","a",1,"a"
"Mon","Nucleus","ao",1,"a"
"Mon","Nucleus","ao",2,"o"
"Mon","Nucleus","e",1,"e"
"Mon","Nucleus","eə",1,"e"
"Mon","Nucleus","eə",2,"ə"
"Mon","Nucleus","i",1,"i"
"Mon","Nucleus","iə",1,"i"
"Mon","Nucleus","iə",2,"ə"
"Mon","Nucleus","o",1,"o"
"Mon","Nucleus","oə",1,"o"
"Mon","Nucleus","oə",2,"ə"
"Mon","Nucleus","u",1,"u"
"Mon","Nucleus","uə",1,"u"
"Mon","Nucleus","uə",2,"ə"
"Mon","Nucleus","ɒ",1,"ɒ"
"Mon","Nucleus","ɒə",1,"ɒ"
"Mon","Nucleus","ɒə",2,"ə"
"Mon","Nucleus","ɔ",1,"ɔ"
"Mon","Nucleus","ɔə",1,"ɔ"
"Mon","Nucleus","ɔə",2,"ə"
"Mon","Nucleus","ə",1,"ə"
"Mon","Nucleus","ɛ",1,"ɛ"
"Mon","Nucleus","ɛə",1,"ɛ"
"Mon","Nucleus","ɛə",2,"ə"
"Mon","Nucleus","ɤ",1,"ɤ"
"Mon","Coda","#",1,"#"
"Mon","Coda","c",1,"c"
"Mon","Coda","h",1,"h"
"Mon","Coda","j",1,"j"
"Mon","Coda","k",1,"k"
"Mon","Coda","m",1,"m"
"Mon","Coda","n",1,"n"
"Mon","Coda","p",1,"p"
"Mon","Coda","t",1,"t"
"Mon","Coda","ŋ",1,"ŋ"
"Mon","Coda","ɲ",1,"ɲ"
"Mon","Coda","ʔ",1,"ʔ"
"Mongghul","Onset","#",1,"#"
"Mongghul","Onset","b",1,"b"
"Mongghul","Onset","d",1,"d"
"Mongghul","Onset","d͡z",1,"d͡z"
"Mongghul","Onset","d͡ʑ",1,"d͡ʑ"
"Mongghul","Onset","f",1,"f"
"Mongghul","Onset","j",1,"j"
"Mongghul","Onset","k",1,"k"
"Mongghul","Onset","l",1,"l"
"Mongghul","Onset","m",1,"m"
"Mongghul","Onset","mb",1,"m"
"Mongghul","Onset","mb",2,"b"
"Mongghul","Onset","n",1,"n"
"Mongghul","Onset","nd",1,"n"
"Mongghul","Onset","nd",2,"d"
"Mongghul","Onset","nd͡ʑ",1,"n"
"Mongghul","Onset","nd͡ʑ",2,"d͡ʑ"
"Mongghul","Onset","nt͡s",1,"n"
"Mongghul","Onset","nt͡s",2,"t͡s"
"Mongghul","Onset","nt͡ɕ",1,"n"
"Mongghul","Onset","nt͡ɕ",2,"t͡ɕ"
"Mongghul","Onset","p",1,"p"
"Mongghul","Onset","r",1,"r"
"Mongghul","Onset","rd",1,"r"
"Mongghul","Onset","rd",2,"d"
"Mongghul","Onset","rd͡ʑ",1,"r"
"Mongghul","Onset","rd͡ʑ",2,"d͡ʑ"
"Mongghul","Onset","rl",1,"r"
"Mongghul","Onset","rl",2,"l"
"Mongghul","Onset","rɡ",1,"r"
"Mongghul","Onset","rɡ",2,"ɡ"
"Mongghul","Onset","s",1,"s"
"Mongghul","Onset","sd͡z",1,"s"
"Mongghul","Onset","sd͡z",2,"d͡z"
"Mongghul","Onset","sl",1,"s"
"Mongghul","Onset","sl",2,"l"
"Mongghul","Onset","sn",1,"s"
"Mongghul","Onset","sn",2,"n"
"Mongghul","Onset","sɡ",1,"s"
"Mongghul","Onset","sɡ",2,"ɡ"
"Mongghul","Onset","sɢ",1,"s"
"Mongghul","Onset","sɢ",2,"ɢ"
"Mongghul","Onset","t",1,"t"
"Mongghul","Onset","t͡s",1,"t͡s"
"Mongghul","Onset","t͡ɕ",1,"t͡ɕ"
"Mongghul","Onset","w",1,"w"
"Mongghul","Onset","x",1,"x"
"Mongghul","Onset","xd",1,"x"
"Mongghul","Onset","xd",2,"d"
"Mongghul","Onset","xd͡ʑ",1,"x"
"Mongghul","Onset","xd͡ʑ",2,"d͡ʑ"
"Mongghul","Onset","xɡ",1,"x"
"Mongghul","Onset","xɡ",2,"ɡ"
"Mongghul","Onset","xɢ",1,"x"
"Mongghul","Onset","xɢ",2,"ɢ"
"Mongghul","Onset","ŋɡ",1,"ŋ"
"Mongghul","Onset","ŋɡ",2,"ɡ"
"Mongghul","Onset","ŋɢ",1,"ŋ"
"Mongghul","Onset","ŋɢ",2,"ɢ"
"Mongghul","Onset","ɕ",1,"ɕ"
"Mongghul","Onset","ɕd͡z",1,"ɕ"
"Mongghul","Onset","ɕd͡z",2,"d͡z"
"Mongghul","Onset","ɕd͡ʑ",1,"ɕ"
"Mongghul","Onset","ɕd͡ʑ",2,"d͡ʑ"
"Mongghul","Onset","ɕɡ",1,"ɕ"
"Mongghul","Onset","ɕɡ",2,"ɡ"
"Mongghul","Onset","ɖ͡ʐ",1,"ɖ͡ʐ"
"Mongghul","Onset","ɡ",1,"ɡ"
"Mongghul","Onset","ɢ",1,"ɢ"
"Mongghul","Onset","ʂ",1,"ʂ"
"Mongghul","Onset","ʂd",1,"ʂ"
"Mongghul","Onset","ʂd",2,"d"
"Mongghul","Onset","ʂd͡z",1,"ʂ"
"Mongghul","Onset","ʂd͡z",2,"d͡z"
"Mongghul","Onset","ʂɢ",1,"ʂ"
"Mongghul","Onset","ʂɢ",2,"ɢ"
"Mongghul","Onset","ʈ͡ʂ",1,"ʈ͡ʂ"
"Mongghul","Nucleus","a",1,"a"
"Mongghul","Nucleus","aː",1,"aː"
"Mongghul","Nucleus","e",1,"e"
"Mongghul","Nucleus","eː",1,"eː"
"Mongghul","Nucleus","i",1,"i"
"Mongghul","Nucleus","ia",1,"i"
"Mongghul","Nucleus","ia",2,"a"
"Mongghul","Nucleus","ie",1,"i"
"Mongghul","Nucleus","ie",2,"e"
"Mongghul","Nucleus","iː",1,"iː"
"Mongghul","Nucleus","o",1,"o"
"Mongghul","Nucleus","oː",1,"oː"
"Mongghul","Nucleus","u",1,"u"
"Mongghul","Nucleus","ua",1,"u"
"Mongghul","Nucleus","ua",2,"a"
"Mongghul","Nucleus","uei",1,"u"
"Mongghul","Nucleus","uei",2,"e"
"Mongghul","Nucleus","uei",3,"i"
"Mongghul","Nucleus","ui",1,"u"
"Mongghul","Nucleus","ui",2,"i"
"Mongghul","Nucleus","uiː",1,"u"
"Mongghul","Nucleus","uiː",2,"iː"
"Mongghul","Nucleus","uo",1,"u"
"Mongghul","Nucleus","uo",2,"o"
"Mongghul","Nucleus","uː",1,"uː"
"Mongghul","Nucleus","ɨ",1,"ɨ"
"Mongghul","Coda","#",1,"#"
"Mongghul","Coda","b",1,"b"
"Mongghul","Coda","l",1,"l"
"Mongghul","Coda","m",1,"m"
"Mongghul","Coda","n",1,"n"
"Mongghul","Coda","r",1,"r"
"Mongghul","Coda","ŋ",1,"ŋ"
"Mongghul","Coda","ɡ",1,"ɡ"
"Mongghul","Coda","ɢ",1,"ɢ"
"Moselle Franconian","Nucleus","a",1,"a"
"Moselle Franconian","Nucleus","aɪ",1,"a"
"Moselle Franconian","Nucleus","aɪ",2,"ɪ"
"Moselle Franconian","Nucleus","aʊ",1,"a"
"Moselle Franconian","Nucleus","aʊ",2,"ʊ"
"Moselle Franconian","Nucleus","ã",1,"ã"
"Moselle Franconian","Nucleus","e",1,"e"
"Moselle Franconian","Nucleus","eɪ",1,"e"
"Moselle Franconian","Nucleus","eɪ",2,"ɪ"
"Moselle Franconian","Nucleus","eː",1,"eː"
"Moselle Franconian","Nucleus","i",1,"i"
"Moselle Franconian","Nucleus","iː",1,"iː"
"Moselle Franconian","Nucleus","o",1,"o"
"Moselle Franconian","Nucleus","oː",1,"oː"
"Moselle Franconian","Nucleus","õ",1,"õ"
"Moselle Franconian","Nucleus","u",1,"u"
"Moselle Franconian","Nucleus","uː",1,"uː"
"Moselle Franconian","Nucleus","y",1,"y"
"Moselle Franconian","Nucleus","yː",1,"yː"
"Moselle Franconian","Nucleus","ø",1,"ø"
"Moselle Franconian","Nucleus","œ",1,"œ"
"Moselle Franconian","Nucleus","ɐ",1,"ɐ"
"Moselle Franconian","Nucleus","ɑː",1,"ɑː"
"Moselle Franconian","Nucleus","ɔ",1,"ɔ"
"Moselle Franconian","Nucleus","ɔɪ",1,"ɔ"
"Moselle Franconian","Nucleus","ɔɪ",2,"ɪ"
"Moselle Franconian","Nucleus","ɔʊ",1,"ɔ"
"Moselle Franconian","Nucleus","ɔʊ",2,"ʊ"
"Moselle Franconian","Nucleus","ə",1,"ə"
"Moselle Franconian","Nucleus","əɪ",1,"ə"
"Moselle Franconian","Nucleus","əɪ",2,"ɪ"
"Moselle Franconian","Nucleus","əʊ",1,"ə"
"Moselle Franconian","Nucleus","əʊ",2,"ʊ"
"Moselle Franconian","Nucleus","ɛ",1,"ɛ"
"Moselle Franconian","Nucleus","ɛɪ",1,"ɛ"
"Moselle Franconian","Nucleus","ɛɪ",2,"ɪ"
"Moselle Franconian","Nucleus","ɛʊ",1,"ɛ"
"Moselle Franconian","Nucleus","ɛʊ",2,"ʊ"
"Moselle Franconian","Nucleus","ɛː",1,"ɛː"
"Moselle Franconian","Nucleus","ɛ̃",1,"ɛ̃"
"Moselle Franconian","Nucleus","ɪ",1,"ɪ"
"Moselle Franconian","Nucleus","ɪə",1,"ɪ"
"Moselle Franconian","Nucleus","ɪə",2,"ə"
"Moselle Franconian","Nucleus","ʊ",1,"ʊ"
"Moselle Franconian","Nucleus","ʊə",1,"ʊ"
"Moselle Franconian","Nucleus","ʊə",2,"ə"
"Moselle Franconian","Nucleus","ʏ",1,"ʏ"
"Moyon","Onset","#",1,"#"
"Moyon","Onset","b",1,"b"
"Moyon","Onset","br",1,"b"
"Moyon","Onset","br",2,"r"
"Moyon","Onset","c͡ç",1,"c͡ç"
"Moyon","Onset","c͡çr",1,"c͡ç"
"Moyon","Onset","c͡çr",2,"r"
"Moyon","Onset","d",1,"d"
"Moyon","Onset","dr",1,"d"
"Moyon","Onset","dr",2,"r"
"Moyon","Onset","f",1,"f"
"Moyon","Onset","h",1,"h"
"Moyon","Onset","k",1,"k"
"Moyon","Onset","kr",1,"k"
"Moyon","Onset","kr",2,"r"
"Moyon","Onset","kʰ",1,"kʰ"
"Moyon","Onset","m",1,"m"
"Moyon","Onset","n",1,"n"
"Moyon","Onset","p",1,"p"
"Moyon","Onset","pr",1,"p"
"Moyon","Onset","pr",2,"r"
"Moyon","Onset","pʰ",1,"pʰ"
"Moyon","Onset","pʰr",1,"pʰ"
"Moyon","Onset","pʰr",2,"r"
"Moyon","Onset","r",1,"r"
"Moyon","Onset","s",1,"s"
"Moyon","Onset","t",1,"t"
"Moyon","Onset","tr",1,"t"
"Moyon","Onset","tr",2,"r"
"Moyon","Onset","tʰ",1,"tʰ"
"Moyon","Onset","tʰr",1,"tʰ"
"Moyon","Onset","tʰr",2,"r"
"Moyon","Onset","v",1,"v"
"Moyon","Onset","ŋ",1,"ŋ"
"Moyon","Onset","ɟ͡ʝ",1,"ɟ͡ʝ"
"Moyon","Onset","ɡ",1,"ɡ"
"Moyon","Onset","ɡr",1,"ɡ"
"Moyon","Onset","ɡr",2,"r"
"Moyon","Nucleus","a",1,"a"
"Moyon","Nucleus","e",1,"e"
"Moyon","Nucleus","i",1,"i"
"Moyon","Nucleus","o",1,"o"
"Moyon","Nucleus","u",1,"u"
"Moyon","Nucleus","ə",1,"ə"
"Moyon","Coda","#",1,"#"
"Moyon","Coda","k",1,"k"
"Moyon","Coda","m",1,"m"
"Moyon","Coda","n",1,"n"
"Moyon","Coda","p",1,"p"
"Moyon","Coda","r",1,"r"
"Moyon","Coda","t",1,"t"
"Moyon","Coda","v",1,"v"
"Moyon","Coda","ŋ",1,"ŋ"
"Moyon","Coda","ʔ",1,"ʔ"
"Muduga","Onset","#",1,"#"
"Muduga","Onset","b",1,"b"
"Muduga","Onset","bɭ",1,"b"
"Muduga","Onset","bɭ",2,"ɭ"
"Muduga","Onset","bː",1,"bː"
"Muduga","Onset","c͡ç",1,"c͡ç"
"Muduga","Onset","c͡çː",1,"c͡çː"
"Muduga","Onset","d",1,"d"
"Muduga","Onset","dr",1,"d"
"Muduga","Onset","dr",2,"r"
"Muduga","Onset","dɾ",1,"d"
"Muduga","Onset","dɾ",2,"ɾ"
"Muduga","Onset","dː",1,"dː"
"Muduga","Onset","j",1,"j"
"Muduga","Onset","jː",1,"jː"
"Muduga","Onset","k",1,"k"
"Muduga","Onset","kj",1,"k"
"Muduga","Onset","kj",2,"j"
"Muduga","Onset","kɭ",1,"k"
"Muduga","Onset","kɭ",2,"ɭ"
"Muduga","Onset","kː",1,"kː"
"Muduga","Onset","l",1,"l"
"Muduga","Onset","lː",1,"lː"
"Muduga","Onset","m",1,"m"
"Muduga","Onset","mː",1,"mː"
"Muduga","Onset","n",1,"n"
"Muduga","Onset","nj",1,"n"
"Muduga","Onset","nj",2,"j"
"Muduga","Onset","nː",1,"nː"
"Muduga","Onset","p",1,"p"
"Muduga","Onset","pɭ",1,"p"
"Muduga","Onset","pɭ",2,"ɭ"
"Muduga","Onset","pɾ",1,"p"
"Muduga","Onset","pɾ",2,"ɾ"
"Muduga","Onset","pː",1,"pː"
"Muduga","Onset","r",1,"r"
"Muduga","Onset","rː",1,"rː"
"Muduga","Onset","s",1,"s"
"Muduga","Onset","sʈ",1,"s"
"Muduga","Onset","sʈ",2,"ʈ"
"Muduga","Onset","sː",1,"sː"
"Muduga","Onset","t",1,"t"
"Muduga","Onset","tj",1,"t"
"Muduga","Onset","tj",2,"j"
"Muduga","Onset","tː",1,"tː"
"Muduga","Onset","ɖ",1,"ɖ"
"Muduga","Onset","ɖj",1,"ɖ"
"Muduga","Onset","ɖj",2,"j"
"Muduga","Onset","ɖː",1,"ɖː"
"Muduga","Onset","ɟ͡ʝ",1,"ɟ͡ʝ"
"Muduga","Onset","ɟ͡ʝː",1,"ɟ͡ʝː"
"Muduga","Onset","ɡ",1,"ɡ"
"Muduga","Onset","ɡj",1,"ɡ"
"Muduga","Onset","ɡj",2,"j"
"Muduga","Onset","ɡː",1,"ɡː"
"Muduga","Onset","ɭ",1,"ɭ"
"Muduga","Onset","ɭː",1,"ɭː"
"Muduga","Onset","ɳ",1,"ɳ"
"Muduga","Onset","ɳː",1,"ɳː"
"Muduga","Onset","ɾ",1,"ɾ"
"Muduga","Onset","ɾj",1,"ɾ"
"Muduga","Onset","ɾj",2,"j"
"Muduga","Onset","ʈ",1,"ʈ"
"Muduga","Onset","ʈr",1,"ʈ"
"Muduga","Onset","ʈr",2,"r"
"Muduga","Onset","ʈː",1,"ʈː"
"Muduga","Onset","ʋ",1,"ʋ"
"Muduga","Onset","ʋr",1,"ʋ"
"Muduga","Onset","ʋr",2,"r"
"Muduga","Onset","ʋː",1,"ʋː"
"Muduga","Nucleus","a",1,"a"
"Muduga","Nucleus","aː",1,"aː"
"Muduga","Nucleus","e",1,"e"
"Muduga","Nucleus","eː",1,"eː"
"Muduga","Nucleus","i",1,"i"
"Muduga","Nucleus","iː",1,"iː"
"Muduga","Nucleus","o",1,"o"
"Muduga","Nucleus","oː",1,"oː"
"Muduga","Nucleus","u",1,"u"
"Muduga","Nucleus","uː",1,"uː"
